league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
GER-Bundesliga,2526,Hamburger SV,Nicolai Remberg,3,2025,118,12937,D M,21,1890,0,0.9045947007834911,0,0.9045947007834911,1,1.0003389939665794,13,7,8,0,6.536529503762722,5.2578245885670185
GER-Bundesliga,2526,Hamburger SV,Nicolás Capaldo,3,2025,118,13923,D M S,19,1547,1,1.8536334233358502,1,1.8536334233358502,1,1.1820989735424519,16,11,6,0,4.72983792424202,2.2836542204022408
GER-Bundesliga,2526,Hamburger SV,Otto Stange,3,2025,118,13928,S,1,14,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,Hamburger SV,Philip Otele,3,2025,118,14423,F M,3,226,0,0.13501720130443573,0,0.13501720130443573,1,0.7672081589698792,3,6,0,0,0.8079397603869438,0.11442697048187256
GER-Bundesliga,2526,Hamburger SV,Ransford Königsdörffer,3,2025,118,13925,F M S,22,1527,4,6.676688874140382,4,5.918912203982472,0,0.9536219015717506,48,15,1,0,7.200083682313561,1.0085499100387096
GER-Bundesliga,2526,Hamburger SV,Rayan Philippe,3,2025,118,7749,F M S,20,1011,5,5.102377101778984,5,4.344600394368172,0,1.16421427577734,32,13,2,0,5.604484042152762,1.1225422136485577
GER-Bundesliga,2526,Hamburger SV,Robert Glatzel,3,2025,118,9326,F S,14,267,1,1.2580250706523657,1,1.2580250706523657,1,0.7814078666269779,9,3,0,0,2.0547417607158422,0.04961938038468361
GER-Bundesliga,2526,Hamburger SV,Warmed Omari,3,2025,118,9491,D S,8,629,0,0.04865051619708538,0,0.04865051619708538,0,0.17357860133051872,2,3,0,0,1.5417355597019196,1.3366719745099545
GER-Bundesliga,2526,Hamburger SV,William Mikelbrencis,3,2025,118,9537,D S,16,621,0,1.19422544259578,0,1.19422544259578,1,0.623723641037941,9,6,2,0,2.212820991873741,0.4468708336353302
GER-Bundesliga,2526,Hamburger SV,Yussuf Poulsen,3,2025,118,5250,F S,10,227,1,0.6910383813083172,1,0.6910383813083172,0,0.2802915424108505,7,2,3,0,1.4643554873764515,0.6537210661917925
GER-Bundesliga,2526,Hoffenheim,Adam Hlozek,3,2025,120,10774,S,3,16,0,0.4251236915588379,0,0.4251236915588379,0,0.0,1,0,0,0,0.4251236915588379,0.0
GER-Bundesliga,2526,Hoffenheim,Albian Hajdari,3,2025,120,13973,D S,20,1655,1,1.7177108880132437,1,1.7177108880132437,1,0.6934301853179932,11,4,8,0,5.929016675800085,5.287839595228434
GER-Bundesliga,2526,Hoffenheim,Alexander Prass,3,2025,120,12928,D M S,21,800,1,0.8547467440366745,1,0.8547467440366745,2,1.9144010990858078,11,12,2,0,4.567808799445629,2.3116070237010717
GER-Bundesliga,2526,Hoffenheim,Andrej Kramaric,3,2025,120,956,F M S,23,1464,10,8.387530755251646,7,6.114200811833143,4,2.7746223295107484,46,25,1,0,11.363289590924978,4.769064899533987
GER-Bundesliga,2526,Hoffenheim,Bazoumana Touré,3,2025,120,13427,D F M S,19,1468,2,3.22279388923198,2,3.22279388923198,5,3.912499887868762,26,25,2,0,9.36213731765747,2.590400855988264
GER-Bundesliga,2526,Hoffenheim,Bernardo,3,2025,120,5245,D,18,1594,0,0.29895967058837414,0,0.29895967058837414,0,0.2751814089715481,7,6,6,0,3.7483193650841713,3.532678794115782
GER-Bundesliga,2526,Hoffenheim,Fisnik Asllani,3,2025,120,10113,F M S,22,1573,7,6.655255662277341,7,6.655255662277341,4,4.186036452651024,48,25,1,0,13.72642021626234,3.8960618395358324
GER-Bundesliga,2526,Hoffenheim,Grischa Prömel,3,2025,120,4340,M S,23,1219,6,3.6456523835659027,6,3.6456523835659027,2,1.3238463122397661,28,12,2,0,7.6945284232497215,3.1596399694681168
GER-Bundesliga,2526,Hoffenheim,Ihlas Bebou,3,2025,120,6271,S,14,118,0,0.6424789670854807,0,0.6424789670854807,0,0.9731176495552063,5,2,1,0,2.144814359024167,0.5521665941923857
GER-Bundesliga,2526,Hoffenheim,Kevin Akpoguma,3,2025,120,6327,D S,5,31,0,0.0,0,0.0,0,0.0,0,0,0,1,0.08437187224626541,0.08437187224626541
GER-Bundesliga,2526,Hoffenheim,Koki Machida,3,2025,120,13859,D,1,45,0,0.0,0,0.0,0,0.0,0,0,1,0,0.045069705694913864,0.045069705694913864
GER-Bundesliga,2526,Hoffenheim,Leon Avdullahu,3,2025,120,13861,M,23,2032,0,0.35291037522256374,0,0.35291037522256374,1,0.8780492767691612,10,14,4,0,9.532138945534825,8.62595267035067
GER-Bundesliga,2526,Hoffenheim,Luka Djuric,3,2025,120,13416,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.058380626142024994,0.058380626142024994
GER-Bundesliga,2526,Hoffenheim,Max Moerstedt,3,2025,120,12470,F S,17,312,2,1.1926478147506714,2,1.1926478147506714,0,0.6729935109615326,5,2,2,0,3.105569936335087,1.239928625524044
GER-Bundesliga,2526,Hoffenheim,Muhammed Damar,3,2025,120,10730,F M S,11,234,0,1.6952989846467972,0,1.6952989846467972,0,0.8984380625188351,11,10,0,0,2.6678813248872757,0.46767143718898296
GER-Bundesliga,2526,Hoffenheim,Oliver Baumann,3,2025,120,73,GK,23,2070,0,0.0,0,0.0,0,0.0,0,0,1,0,4.210802484303713,4.210802484303713
GER-Bundesliga,2526,Hoffenheim,Ozan Kabak,3,2025,120,7376,D S,14,741,4,2.626578653231263,4,2.626578653231263,0,0.19610493257641792,15,3,1,0,4.57125249505043,2.97237166762352
GER-Bundesliga,2526,Hoffenheim,Robin Hranác,3,2025,120,13012,D,21,1864,0,1.4107262045145035,0,1.4107262045145035,0,0.024163702502846718,5,1,4,0,5.94220314361155,5.94220314361155
GER-Bundesliga,2526,Hoffenheim,Tim Lemperle,3,2025,120,8407,F M S,18,1321,6,5.745641503483057,5,4.987864796072245,2,2.1172021199017763,35,19,1,0,8.458384685218334,2.045264083892107
GER-Bundesliga,2526,Hoffenheim,Umut Tohumcu,3,2025,120,10595,M S,5,120,0,0.08933279849588871,0,0.08933279849588871,0,0.0,2,0,2,0,0.23116048239171505,0.20984981767833233
GER-Bundesliga,2526,Hoffenheim,Valentin Gendrey,3,2025,120,7742,S,7,37,1,0.07995496690273285,1,0.07995496690273285,1,0.72549694404006,1,3,0,0,0.8054519146680832,0.0
GER-Bundesliga,2526,Hoffenheim,Vladimir Coufal,3,2025,120,8965,D,23,2068,1,0.6551934443414211,1,0.6551934443414211,6,4.16605325974524,17,34,3,0,10.937424756586552,8.014970742166042
GER-Bundesliga,2526,Hoffenheim,Wouter Burger,3,2025,120,13860,M,20,1654,4,2.659660205245018,4,2.659660205245018,5,4.953967694193125,24,35,4,1,10.070876462385058,5.054940456524491
GER-Bundesliga,2526,Hoffenheim,Yannick Eduardo,3,2025,120,12314,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,Mainz 05,Andreas Hanche-Olsen,3,2025,125,11309,D S,13,843,0,0.23574959114193916,0,0.23574959114193916,1,0.709290836006403,6,3,3,0,2.0370114482939243,1.2583506405353546
GER-Bundesliga,2526,Mainz 05,Anthony Caci,3,2025,125,6380,D,4,323,0,0.22836721688508987,0,0.22836721688508987,0,0.3791453465819359,5,6,1,0,1.42956180870533,0.973144143819809
GER-Bundesliga,2526,Mainz 05,Armindo Sieb,3,2025,125,9350,F S,15,416,2,2.710621727630496,2,2.710621727630496,0,0.48684160970151424,14,6,1,0,3.415336035192013,0.2890808992087841
GER-Bundesliga,2526,Mainz 05,Arnaud Nordin,3,2025,125,5684,D F M S,13,468,0,0.7219278290867805,0,0.7219278290867805,0,0.14084352925419807,13,2,0,0,1.0664126202464104,0.3882246594876051
GER-Bundesliga,2526,Mainz 05,Ben Bobzien,3,2025,125,9786,S,1,3,0,0.0,0,0.0,0,0.0,0,0,0,0,0.29462552070617676,0.29462552070617676
GER-Bundesliga,2526,Mainz 05,Benedict Hollerbach,3,2025,125,11981,F M S,14,903,1,2.9790893960744143,1,2.9790893960744143,2,1.8817622810602188,22,4,0,0,4.888501934707165,1.3094587735831738
GER-Bundesliga,2526,Mainz 05,Daniel Batz,3,2025,125,12029,GK,11,990,0,0.0,0,0.0,0,0.0,0,0,1,0,1.2379983514547348,1.2379983514547348
GER-Bundesliga,2526,Mainz 05,Danny da Costa,3,2025,125,249,D M S,23,1922,1,1.587850397452712,1,1.587850397452712,2,2.29357239510864,8,14,3,0,5.835391061380506,3.951987622305751
GER-Bundesliga,2526,Mainz 05,Dominik Kohr,3,2025,125,269,D,18,1509,1,1.2369884476065636,1,1.2369884476065636,0,1.5210218001157045,9,7,6,2,3.756326202303171,3.049336913973093
GER-Bundesliga,2526,Mainz 05,Fabio Moreno Fell,3,2025,125,14164,F S,2,80,0,0.051751505583524704,0,0.051751505583524704,0,0.0,1,0,0,0,0.0,0.0
GER-Bundesliga,2526,Mainz 05,Jae-Sung Lee,3,2025,125,9783,F M,21,1770,2,2.1172372372820973,2,2.1172372372820973,2,3.1645886469632387,23,19,2,0,7.473803002387285,2.876490145921707
GER-Bundesliga,2526,Mainz 05,Kacper Potulski,3,2025,125,14187,D S,9,667,1,1.5141763016581535,1,1.5141763016581535,0,0.6171241998672485,9,2,3,0,0.9754866026341915,0.790895925834775
GER-Bundesliga,2526,Mainz 05,Kaishu Sano,3,2025,125,12918,M,23,2070,1,0.9089900963008404,1,0.9089900963008404,1,1.7477384898811579,13,15,1,0,7.541892886161804,5.463604308664799
GER-Bundesliga,2526,Mainz 05,Lasse Rieß,3,2025,125,10423,GK S,4,290,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0500621423125267,0.0500621423125267
GER-Bundesliga,2526,Mainz 05,Lennard Maloney,3,2025,125,10071,D M S,14,419,0,0.4786199890077114,0,0.4786199890077114,0,0.04304572194814682,3,1,0,0,0.24736066814512014,0.23752684146165848
GER-Bundesliga,2526,Mainz 05,Maxim Leitsch,3,2025,125,9703,D S,3,158,0,0.02450724132359028,0,0.02450724132359028,0,0.0,1,0,0,0,0.35979217290878296,0.35979217290878296
GER-Bundesliga,2526,Mainz 05,Nadiem Amiri,3,2025,125,82,F M S,20,1667,10,7.3520552739501,3,2.047618556767702,2,4.181111939251423,39,47,6,0,7.012902742251754,4.205031407997012
GER-Bundesliga,2526,Mainz 05,Nelson Weiper,3,2025,125,11143,F S,15,428,0,2.3324084654450417,0,2.3324084654450417,0,0.3726081997156143,9,6,0,0,1.4822481162846088,0.23158375173807144
GER-Bundesliga,2526,Mainz 05,Nikolas Veratschnig,3,2025,125,12919,D S,14,398,0,0.12270497065037489,0,0.12270497065037489,1,0.7393891476094723,3,3,2,0,0.8617614125832915,0.05703015998005867
GER-Bundesliga,2526,Mainz 05,Paul Nebel,3,2025,125,8846,M S,19,1132,1,2.4387647099792957,1,2.4387647099792957,0,2.347022205591202,15,23,2,2,5.125830966979265,1.1543251983821392
GER-Bundesliga,2526,Mainz 05,Philipp Mwene,3,2025,125,7106,D S,18,1205,0,0.3484860435128212,0,0.3484860435128212,0,0.6747070960700512,4,11,3,0,2.9777215868234634,2.2608528062701225
GER-Bundesliga,2526,Mainz 05,Robin Zentner,3,2025,125,449,GK,9,788,0,0.0,0,0.0,0,0.0,0,0,2,1,0.6503688618540764,0.6503688618540764
GER-Bundesliga,2526,Mainz 05,Sheraldo Becker,3,2025,125,7882,S,3,91,0,0.15088441595435143,0,0.15088441595435143,0,0.040950957685709,3,1,1,0,0.726306963711977,0.5344715714454651
GER-Bundesliga,2526,Mainz 05,Silas Wamangituka,3,2025,125,8807,F S,6,317,1,2.3329260647296906,1,2.3329260647296906,0,0.1347782164812088,8,2,1,0,2.5419191420078278,0.0880390852689743
GER-Bundesliga,2526,Mainz 05,Silvan Widmer,3,2025,125,1139,D M S,17,1187,2,2.5333029814064503,2,2.5333029814064503,0,0.8295687697827816,17,3,5,0,3.670824524015188,1.5373196620494127
GER-Bundesliga,2526,Mainz 05,Sota Kawasaki,3,2025,125,13995,D S,6,212,0,0.04572444409132004,0,0.04572444409132004,0,0.0,1,0,1,0,0.22899293899536133,0.1832684949040413
GER-Bundesliga,2526,Mainz 05,Stefan Bell,3,2025,125,40,D S,18,1044,2,1.840271808207035,2,1.840271808207035,1,1.202451154589653,12,5,4,0,3.5781668480485678,1.6757325250655413
GER-Bundesliga,2526,Mainz 05,Stefan Posch,3,2025,125,5329,D,5,450,0,0.037167384289205074,0,0.037167384289205074,0,0.21267066895961761,2,3,3,0,0.7635556012392044,0.6383787989616394
GER-Bundesliga,2526,Mainz 05,William Bøving,3,2025,125,14022,M S,6,191,0,0.01329879555851221,0,0.01329879555851221,1,0.4964108467102051,1,2,1,0,0.37258195877075195,0.37258195877075195
GER-Bundesliga,2526,RasenBallsport Leipzig,Andrija Maksimovic,3,2025,136,13972,S,8,77,0,0.0663988795131445,0,0.0663988795131445,0,0.3666895739734173,2,3,0,0,0.42848074436187744,0.40251037664711475
GER-Bundesliga,2526,RasenBallsport Leipzig,Antonio Nusa,3,2025,136,12941,F M S,20,1409,2,4.723050817847252,2,4.723050817847252,2,4.041981030255556,50,25,0,0,14.620342520996928,7.060581808909774
GER-Bundesliga,2526,RasenBallsport Leipzig,Assan Ouédraogo,3,2025,136,13191,F M S,12,632,3,2.1908827032893896,3,2.1908827032893896,3,2.7199287116527557,18,8,0,0,5.883934244513512,4.069046929478645
GER-Bundesliga,2526,RasenBallsport Leipzig,Benjamin Henrichs,3,2025,136,435,D S,6,163,0,0.10240761563181877,0,0.10240761563181877,0,0.050414733588695526,2,2,0,0,1.5721235275268555,1.468595266342163
GER-Bundesliga,2526,RasenBallsport Leipzig,Bote Baku,3,2025,136,6708,D S,21,1651,1,1.9344573803246021,1,1.9344573803246021,2,3.934564009308815,22,27,3,0,12.691823478788137,10.345180910080671
GER-Bundesliga,2526,RasenBallsport Leipzig,Brajan Gruda,3,2025,136,11310,F M,3,257,1,0.7350426763296127,1,0.7350426763296127,1,1.3420336861163378,6,6,0,0,2.6892672330141068,1.6634935289621353
GER-Bundesliga,2526,RasenBallsport Leipzig,Castello Lukeba,3,2025,136,9511,D S,18,1536,1,0.7775226831436157,1,0.7775226831436157,0,0.17395520769059658,6,5,2,0,9.53622561879456,9.3716398216784
GER-Bundesliga,2526,RasenBallsport Leipzig,Christoph Baumgartner,3,2025,136,7422,M S,22,1823,10,11.878111526370049,10,11.120334841310978,6,2.6790799144655466,53,28,6,0,14.535222981125116,4.1121739987283945
GER-Bundesliga,2526,RasenBallsport Leipzig,Conrad Harder,3,2025,136,14023,F S,20,711,2,3.542077574878931,2,3.542077574878931,2,1.8232183940708637,35,10,3,0,5.551433864980936,0.968269344419241
GER-Bundesliga,2526,RasenBallsport Leipzig,David Raum,3,2025,136,9724,D,22,1950,3,2.178323432803154,2,1.420546755194664,5,7.916379164904356,18,69,6,0,14.664609966799617,11.743735430762172
GER-Bundesliga,2526,RasenBallsport Leipzig,El Chadaille Bitshiabu,3,2025,136,9629,D S,7,343,0,0.08506286144256592,0,0.08506286144256592,0,0.02890051156282425,1,1,0,0,1.0037321671843529,1.0037321671843529
GER-Bundesliga,2526,RasenBallsport Leipzig,Ezechiel Banzuzi,3,2025,136,13851,M S,19,369,0,0.7402108125388622,0,0.7402108125388622,1,0.3357979953289032,10,6,3,0,2.3735728953033686,1.690452741459012
GER-Bundesliga,2526,RasenBallsport Leipzig,Johan Bakayoko,3,2025,136,13850,F M S,14,684,2,1.7686516754329205,2,1.7686516754329205,0,0.9762161877006292,18,9,1,0,5.2099549770355225,2.665532149374485
GER-Bundesliga,2526,RasenBallsport Leipzig,Kevin Kampl,3,2025,136,188,S,3,3,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,RasenBallsport Leipzig,Kosta Nedeljkovic,3,2025,136,12775,D S,5,251,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3027626611292362,0.3027626611292362
GER-Bundesliga,2526,RasenBallsport Leipzig,Loïs Openda,3,2025,136,10832,F S,2,54,0,0.15504523739218712,0,0.15504523739218712,0,0.051909636706113815,3,1,0,0,0.5808013305068016,0.5808013305068016
GER-Bundesliga,2526,RasenBallsport Leipzig,Lukas Klostermann,3,2025,136,5358,S,4,4,0,0.04343457147479057,0,0.04343457147479057,0,0.03410864993929863,1,1,0,0,0.11440378800034523,0.03686056658625603
GER-Bundesliga,2526,RasenBallsport Leipzig,Maarten Vandevoordt,3,2025,136,12942,GK S,2,152,0,0.0,0,0.0,0,0.0,0,0,0,0,0.14591063559055328,0.14591063559055328
GER-Bundesliga,2526,RasenBallsport Leipzig,Max Finkgrafe,3,2025,136,11894,D S,6,123,0,0.09081710875034332,0,0.09081710875034332,0,0.029637476429343224,1,1,0,0,1.4116878863424063,1.320870777592063
GER-Bundesliga,2526,RasenBallsport Leipzig,Nicolas Seiwald,3,2025,136,11871,D M S,23,1965,0,1.2663196213543415,0,1.2663196213543415,2,1.2560729049146175,13,10,1,0,12.026129487901926,10.373690783977509
GER-Bundesliga,2526,RasenBallsport Leipzig,Péter Gulácsi,3,2025,136,5241,GK,22,1918,0,0.0,0,0.0,0,0.0,0,0,1,0,5.763753607869148,5.763753607869148
GER-Bundesliga,2526,RasenBallsport Leipzig,Rômulo,3,2025,136,13852,F M S,19,1452,6,9.59182034805417,6,9.59182034805417,3,2.8415477871894836,36,18,1,0,15.538997579365969,4.240487722679973
GER-Bundesliga,2526,RasenBallsport Leipzig,Samba Konate,3,2025,136,14223,S,1,1,0,0.0413617305457592,0,0.0413617305457592,0,0.0,1,0,0,0,0.0,0.0
GER-Bundesliga,2526,RasenBallsport Leipzig,Tidiam Gomis,3,2025,136,13442,F S,13,269,1,0.6109884418547153,1,0.6109884418547153,0,0.0914764404296875,9,2,0,0,1.0409546811133623,0.5582685191184282
GER-Bundesliga,2526,RasenBallsport Leipzig,Timo Werner,3,2025,136,65,S,3,11,0,0.0,0,0.0,0,0.0,0,0,0,0,0.04754505679011345,0.04754505679011345
GER-Bundesliga,2526,RasenBallsport Leipzig,Willi Orban,3,2025,136,5257,D,23,2052,1,2.7584732649847865,1,2.7584732649847865,0,0.5378690548241138,16,6,2,0,10.97664911299944,10.571545489132404
GER-Bundesliga,2526,RasenBallsport Leipzig,Xaver Schlager,3,2025,136,7783,M S,19,1302,2,1.5014927238225937,2,1.5014927238225937,1,1.9832140021026134,16,16,3,0,14.998476803302765,12.198633752763271
GER-Bundesliga,2526,RasenBallsport Leipzig,Xavi Simons,3,2025,136,8700,M,1,90,0,0.0,0,0.0,0,0.02922726608812809,0,1,0,0,0.25656625628471375,0.25656625628471375
GER-Bundesliga,2526,RasenBallsport Leipzig,Yan Diomande,3,2025,136,13561,F M S,22,1549,8,5.33090815320611,8,5.33090815320611,5,5.560839777812362,36,37,2,0,19.393356934189796,10.11525996029377
GER-Bundesliga,2526,St. Pauli,Abdoulie Ceesay,3,2025,288,13326,S,14,173,0,0.42852297611534595,0,0.42852297611534595,0,0.07074616849422455,4,1,2,0,0.7228618133813143,0.24322334676980972
GER-Bundesliga,2526,St. Pauli,Adam Dzwigala,3,2025,288,12984,D S,14,1005,1,0.11038838326931,1,0.11038838326931,1,0.1910289954394102,2,4,5,0,1.4802302103489637,1.3864069040864706
GER-Bundesliga,2526,St. Pauli,Andréas Hountondji,3,2025,288,13885,F M S,12,628,4,2.7965804650448263,4,2.038803847040981,0,0.1788578573614359,13,4,1,0,1.5341206658631563,0.016468748450279236
GER-Bundesliga,2526,St. Pauli,Arkadiusz Pyrka,3,2025,288,13882,D M S,20,1607,0,0.46302926167845726,0,0.46302926167845726,1,1.533410637639463,11,17,3,0,5.066388865932822,3.969336684793234
GER-Bundesliga,2526,St. Pauli,Connor Metcalfe,3,2025,288,12979,F S,14,239,0,0.5893149962648749,0,0.5893149962648749,1,0.4554727002978325,11,3,0,0,1.411494561471045,0.3987192567437887
GER-Bundesliga,2526,St. Pauli,Danel Sinani,3,2025,288,12983,F M S,20,1311,4,4.250165976583958,1,1.9768359437584877,3,2.5410167360678315,34,29,2,0,6.654329065233469,3.8987035378813744
GER-Bundesliga,2526,St. Pauli,Eric Smith,3,2025,288,12975,D M,20,1754,2,0.6892931740731001,2,0.6892931740731001,2,0.4310122225433588,10,11,3,1,4.925351094454527,4.806923879310489
GER-Bundesliga,2526,St. Pauli,Hauke Wahl,3,2025,288,5344,D,19,1666,2,0.380508734844625,2,0.380508734844625,0,0.10110197588801384,6,3,0,0,1.7697436660528183,1.750708132982254
GER-Bundesliga,2526,St. Pauli,Jackson Irvine,3,2025,288,12978,M S,14,721,0,0.5382466074079275,0,0.5382466074079275,0,0.5216774139553308,10,6,0,0,1.663549292832613,0.8316141553223133
GER-Bundesliga,2526,St. Pauli,James Sands,3,2025,288,13325,M S,22,1782,1,0.7609413210302591,1,0.7609413210302591,0,0.9242014698684216,15,9,4,0,4.316679242998362,3.115861823782325
GER-Bundesliga,2526,St. Pauli,Joel Chima Fujita,3,2025,288,13883,F M S,22,1870,1,0.8589632892981172,1,0.8589632892981172,3,4.051197450608015,23,24,3,0,7.223988125100732,3.082636831328273
GER-Bundesliga,2526,St. Pauli,Karol Mets,3,2025,288,12974,D S,17,1438,0,0.08314798353239894,0,0.08314798353239894,0,0.0834137536585331,3,2,2,0,2.1415357850492,2.1218778053298593
GER-Bundesliga,2526,St. Pauli,Lars Ritzka,3,2025,288,12977,D M S,12,478,0,0.06924870610237122,0,0.06924870610237122,0,0.016270270571112633,1,1,1,0,0.3560528950765729,0.27053391840308905
GER-Bundesliga,2526,St. Pauli,Louis Oppie,3,2025,288,13884,D M S,18,1396,1,1.0752846989780664,1,1.0752846989780664,0,0.5787495374679565,14,6,0,0,3.405476523563266,1.948101980611682
GER-Bundesliga,2526,St. Pauli,Manolis Saliakas,3,2025,288,12981,D M S,13,886,1,0.3727515656501055,1,0.3727515656501055,2,0.38982620323076844,12,8,2,0,2.1802632957696915,1.7425993457436562
GER-Bundesliga,2526,St. Pauli,Martijn Kaars,3,2025,288,13966,F S,20,987,3,3.0093431510031223,2,2.251566458493471,0,0.3168056672438979,20,6,1,0,3.6772115575149655,1.5073957182466984
GER-Bundesliga,2526,St. Pauli,Mathias Rasmussen,3,2025,288,14390,M S,5,283,0,0.14586110040545464,0,0.14586110040545464,0,0.06761769577860832,3,2,0,0,0.9901166744530201,0.834588248282671
GER-Bundesliga,2526,St. Pauli,Nikola Vasilj,3,2025,288,12973,GK,23,2070,0,0.0,0,0.0,0,0.0,0,0,0,0,1.9845742974430323,1.9845742974430323
GER-Bundesliga,2526,St. Pauli,Oladapo Afolayan,3,2025,288,12982,M S,7,135,0,0.526158856227994,0,0.526158856227994,0,0.08374877460300922,4,2,1,0,0.7736875526607037,0.16377991437911987
GER-Bundesliga,2526,St. Pauli,Pereira Lage,3,2025,288,7743,F M S,21,1479,0,3.4118477441370487,0,3.4118477441370487,2,1.5242417007684708,30,22,2,0,5.834534281864762,1.891849359497428
GER-Bundesliga,2526,St. Pauli,Ricky-Jade Jones,3,2025,288,14197,F S,8,332,2,2.837136209011078,2,2.837136209011078,0,0.7764502624049783,11,6,1,0,3.750943087041378,0.17614782229065895
GER-Bundesliga,2526,St. Pauli,Taichi Hara,3,2025,288,9776,S,2,21,0,0.2931467592716217,0,0.2931467592716217,0,0.0,1,0,0,0,0.2931467592716217,0.0
GER-Bundesliga,2526,St. Pauli,Tomoya Ando,3,2025,288,14345,D S,6,473,0,0.0,0,0.0,0,0.04850011691451073,0,2,0,0,1.3212462179362774,1.3212462179362774
GER-Bundesliga,2526,Union Berlin,Alex Kral,3,2025,240,8017,M S,14,219,0,0.1498030386865139,0,0.1498030386865139,0,0.272127328440547,3,4,1,0,0.559641296043992,0.2309590633958578
GER-Bundesliga,2526,Union Berlin,Aljoscha Kemlein,3,2025,240,11236,M S,21,1396,0,0.8880526106804609,0,0.8880526106804609,1,0.9613908436149359,12,9,3,0,4.650520546361804,3.2800162602216005
GER-Bundesliga,2526,Union Berlin,Andras Schafer,3,2025,240,7410,M S,19,881,1,1.2450609812512994,1,1.2450609812512994,0,0.203364759683609,19,3,2,0,3.028070345520973,1.7958438154309988
GER-Bundesliga,2526,Union Berlin,Andrej Ilic,3,2025,240,12421,F S,22,1478,1,7.439582919701934,1,6.681806242093444,7,3.5817734133452177,46,22,5,0,9.616624584421515,1.5187868028879166
GER-Bundesliga,2526,Union Berlin,Christopher Trimmel,3,2025,240,7875,D S,20,1361,0,0.04318304359912872,0,0.04318304359912872,2,3.1233262978494167,3,38,6,0,3.569910105317831,2.7858481258153915
GER-Bundesliga,2526,Union Berlin,Danilho Doekhi,3,2025,240,10725,D,23,2070,4,3.3989020492881536,4,3.3989020492881536,0,0.5225567277520895,31,6,3,0,3.1067912615835667,2.304871190339327
GER-Bundesliga,2526,Union Berlin,Derrick Köhn,3,2025,240,13093,D S,21,1345,0,0.932931243441999,0,0.932931243441999,1,2.066029444336891,17,18,3,1,3.1304465606808662,2.1970705687999725
GER-Bundesliga,2526,Union Berlin,Diogo Leite,3,2025,240,10724,D,16,1387,0,0.7088444493710995,0,0.7088444493710995,0,0.2034413367509842,9,3,2,0,2.30602696351707,2.183158976957202
GER-Bundesliga,2526,Union Berlin,Frederik Rönnow,3,2025,240,7048,GK,23,2070,0,0.0,0,0.0,0,0.018664758652448654,0,1,2,0,1.6325544249266386,1.61388966627419
GER-Bundesliga,2526,Union Berlin,Ilyas Ansah,3,2025,240,13866,F M S,23,1481,5,3.0925095668062568,5,3.0925095668062568,1,1.3081056289374828,24,14,0,0,5.530622867867351,2.638851046562195
GER-Bundesliga,2526,Union Berlin,Janik Haberer,3,2025,240,4271,D M S,20,1117,0,0.6026854068040848,0,0.6026854068040848,1,1.2551482021808624,10,17,7,0,1.9761100597679615,1.0570816807448864
GER-Bundesliga,2526,Union Berlin,Josip Juranovic,3,2025,240,11333,D S,5,172,0,0.07852633018046618,0,0.07852633018046618,0,0.840107649564743,3,9,1,0,0.37133966758847237,0.21809560805559158
GER-Bundesliga,2526,Union Berlin,Leopold Querfeld,3,2025,240,12920,D,23,2070,2,3.4351704539731145,0,1.161840376444161,0,2.0385183691978455,24,17,5,0,3.6448335787281394,2.8939165510237217
GER-Bundesliga,2526,Union Berlin,Livan Burcu,3,2025,240,14177,F M S,9,259,0,1.5424206107854843,0,1.5424206107854843,0,0.2820042334496975,10,5,1,0,1.7093539908528328,0.7281265780329704
GER-Bundesliga,2526,Union Berlin,Marin Ljubicic,3,2025,240,13428,S,2,11,2,1.5059347748756409,2,1.5059347748756409,0,0.0,2,0,0,0,0.6139925122261047,0.0
GER-Bundesliga,2526,Union Berlin,Oliver Burke,3,2025,240,5256,F M S,20,1021,4,4.221441814675927,4,4.221441814675927,1,1.6330705657601357,24,15,2,0,6.6929071843624115,1.688432663679123
GER-Bundesliga,2526,Union Berlin,Rani Khedira,3,2025,240,5251,M,22,1954,5,2.0138985700905323,5,2.0138985700905323,0,1.6217375006526709,17,12,5,0,5.67798575758934,2.8169978857040405
GER-Bundesliga,2526,Union Berlin,Robert Skov,3,2025,240,7867,D,3,236,0,0.032468199729919434,0,0.032468199729919434,0,0.08000954240560532,1,1,0,0,0.3229803517460823,0.2905121520161629
GER-Bundesliga,2526,Union Berlin,Stanley N'Soki,3,2025,240,6436,D S,8,449,1,0.11393113434314728,1,0.11393113434314728,1,0.10263317078351974,2,1,2,0,0.8767539486289024,0.8767539486289024
GER-Bundesliga,2526,Union Berlin,Tim Skarke,3,2025,240,10926,M S,14,351,1,0.7871587155386806,1,0.7871587155386806,0,0.22502286732196808,11,5,0,0,1.6093231281265616,0.6663845106959343
